"cyclone_id","cyclone_num","station_id","hour_maxrain","start","end"
"195105","5100","59316","19","1951/5/14 1:00","1951/5/14 2:00"
"195106","5100","57957","16","1951/6/21 17:00","1951/6/21 18:00"
"195106","5100","59211","10","1951/6/22 17:00","1951/6/22 18:00"
"195106","5100","59287","10","1951/6/21 8:00","1951/6/21 9:00"
"195106","5100","59431","14","1951/6/23 5:00","1951/6/23 6:00"
"195106","5100","59758","32","1951/6/20 21:00","1951/6/20 22:00"
"195112","5100","59287","29","1951/8/3 13:43","1951/8/3 14:43"
"195112","5100","59431","11","1951/8/2 23:00","1951/8/2 0:00"
"195112","5100","59758","44","1951/8/2 5:00","1951/8/2 6:00"
"195114","5100","59211","11","1951/8/8 13:00","1951/8/8 14:00"
"195114","5100","59287","17","1951/8/7 16:15","1951/8/7 17:05"
"195114","5100","59431","14","1951/8/8 15:00","1951/8/8 16:00"
"195115","5100","59265","15","1951/8/18 15:00","1951/8/18 16:00"
"195115","5100","59287","12","1951/8/15 18:30","1951/8/15 19:30"
"195115","5100","59316","25","1951/8/16 15:00","1951/8/16 16:00"
"195115","5100","59431","13","1951/8/19 5:00","1951/8/19 6:00"
"195115","5100","59758","21","1951/8/16 12:00","1951/8/16 13:00"
"195118","5100","59211","11","1951/9/4 7:00","1951/9/4 8:00"
"195118","5100","59287","14","1951/9/2 14:37","1951/9/2 15:05"
"195118","5100","59758","19","1951/9/2 21:00","1951/9/2 22:00"
"195119","5100","59287","33","1951/9/4 16:17","1951/9/4 17:17"
"195122","5100","59316","11","1951/9/25 13:00","1951/9/25 14:00"
"195201","5200","59287","12","1952/6/14 21:40","1952/6/14 22:40"
"195201","5200","59316","17","1952/6/12 3:00","1952/6/12 4:00"
"195208","5200","57957","33","1952/7/30 17:00","1952/7/30 18:00"
"195208","5200","59265","19","1952/7/30 12:00","1952/7/30 13:00"
"195208","5200","59287","47","1952/7/30 7:03","1952/7/30 8:03"
"195208","5200","59431","12","1952/7/30 15:27","1952/7/30 16:27"
"195214","5200","59265","30","1952/8/20 20:00","1952/8/20 21:00"
"195214","5200","59287","22","1952/8/19 17:25","1952/8/19 18:25"
"195214","5200","59316","20","1952/8/20 11:00","1952/8/20 12:00"
"195215","5200","59316","11","1952/8/27 10:00","1952/8/27 11:00"
"195215","5200","59758","30","1952/8/27 17:00","1952/8/27 18:00"
"195217","5200","59431","18","1952/9/7 15:50","1952/9/7 16:50"
"195218","5200","59316","15","1952/9/12 21:00","1952/9/12 22:00"
"195221","5200","59316","16","1952/9/17 19:00","1952/9/17 20:00"
"195305","5300","54497","14","1953/7/6 17:55","1953/7/6 18:55"
"195305","5300","59082","12","1953/7/5 16:55","1953/7/5 17:55"
"195305","5300","59265","10","1953/7/5 21:00","1953/7/5 22:00"
"195305","5300","59287","27","1953/7/5 17:24","1953/7/5 18:24"
"195305","5300","59316","29","1953/7/5 14:00","1953/7/5 15:00"
"195306","5300","59082","24","1953/7/1 13:55","1953/7/1 14:55"
"195306","5300","59287","21","1953/7/2 15:40","1953/7/2 16:40"
"195306","5300","59316","25","1953/7/2 7:09","1953/7/2 8:09"
"195307","5300","57957","28","1953/7/26 15:00","1953/7/26 16:00"
"195307","5300","59316","10","1953/7/25 0:00","1953/7/25 1:00"
"195310","5300","54497","26","1953/8/17 23:00","1953/8/17 0:00"
"195310","5300","54662","27","1953/8/21 14:00","1953/8/21 15:00"
"195310","5300","54823","32","1953/8/20 18:00","1953/8/20 19:00"
"195313","5300","59316","15","1953/8/14 8:00","1953/8/14 9:00"
"195314","5300","59316","24","1953/8/21 22:00","1953/8/21 23:00"
"195315","5300","59316","14","1953/9/1 23:00","1953/9/1 0:00"
"195317","5300","59265","13","1953/9/20 17:00","1953/9/20 18:00"
"195317","5300","59316","23","1953/9/18 13:00","1953/9/18 14:00"
"195326","5300","59316","19","1953/10/30 15:00","1953/10/30 16:00"
"195407","5400","56964","10","1954/8/7 2:27","1954/8/7 3:27"
"195407","5400","57957","19","1954/8/6 16:00","1954/8/6 17:00"
"195407","5400","57993","16","1954/8/7 15:48","1954/8/7 16:48"
"195407","5400","59211","17","1954/8/7 17:03","1954/8/7 18:03"
"195407","5400","59316","15","1954/8/5 7:55","1954/8/5 8:55"
"195407","5400","59431","14","1954/8/7 13:30","1954/8/7 14:30"
"195407","5400","59644","35","1954/8/6 0:25","1954/8/6 1:25"
"195411","5400","50953","11","1954/8/26 14:24","1954/8/26 15:24"
"195411","5400","54292","20","1954/8/26 5:00","1954/8/26 6:00"
"195411","5400","54342","24","1954/8/26 11:04","1954/8/26 12:04"
"195411","5400","54471","19","1954/8/26 6:00","1954/8/26 7:00"
"195416","5400","57957","24","1954/9/2 2:05","1954/9/2 3:05"
"195416","5400","59265","15","1954/9/4 3:20","1954/9/4 4:20"
"195417","5400","50953","10","1954/9/14 13:10","1954/9/14 14:10"
"195418","5400","59316","13","1954/9/10 2:00","1954/9/10 3:00"
"195418","5400","59431","39","1954/9/12 2:18","1954/9/12 3:18"
"195418","5400","59644","40","1954/9/12 14:58","1954/9/12 15:58"
"195424","5400","59211","22","1954/10/7 8:34","1954/10/7 9:34"
"195424","5400","59265","29","1954/10/7 13:30","1954/10/7 14:30"
"195424","5400","59644","25","1954/10/6 17:37","1954/10/6 18:37"
"195505","5500","57993","14","1955/6/5 15:20","1955/6/5 16:20"
"195505","5500","58457","22","1955/6/6 19:33","1955/6/6 20:33"
"195505","5500","59082","18","1955/6/6 9:48","1955/6/6 10:48"
"195505","5500","59265","17","1955/6/7 12:45","1955/6/7 13:45"
"195505","5500","59287","81","1955/6/6 2:00","1955/6/6 3:00"
"195505","5500","59293","10","1955/6/4 6:45","1955/6/4 7:45"
"195505","5500","59501","14","1955/6/5 2:31","1955/6/5 3:31"
"195506","5500","59501","20","1955/6/27 2:09","1955/6/27 3:09"
"195506","5500","59644","11","1955/6/26 13:45","1955/6/26 14:37"
"195506","5500","59663","52","1955/6/26 19:30","1955/6/26 20:30"
"195506","5500","59838","26","1955/6/26 17:00","1955/6/26 18:00"
"195507","5500","54161","14","1955/7/17 16:40","1955/7/17 17:40"
"195507","5500","54342","11","1955/7/17 7:28","1955/7/17 8:28"
"195507","5500","54497","25","1955/7/16 15:23","1955/7/16 16:23"
"195507","5500","54662","23","1955/7/17 4:00","1955/7/17 5:00"
"195507","5500","58477","18","1955/7/15 3:00","1955/7/15 4:00"
"195508","5500","59082","25","1955/7/10 17:14","1955/7/10 18:14"
"195508","5500","59287","21","1955/7/11 9:22","1955/7/11 10:22"
"195508","5500","59293","11","1955/7/9 15:25","1955/7/9 16:00"
"195508","5500","59316","19","1955/7/11 20:45","1955/7/11 21:27"
"195508","5500","59644","35","1955/7/12 5:28","1955/7/12 6:28"
"195508","5500","59663","103","1955/7/11 18:12","1955/7/11 19:12"
"195508","5500","59838","14","1955/7/9 19:18","1955/7/9 19:53"
"195518","5500","58457","14","1955/8/17 18:20","1955/8/17 19:06"
"195519","5500","58847","15","1955/8/25 3:00","1955/8/25 4:00"
"195519","5500","59082","15","1955/8/25 15:01","1955/8/25 16:00"
"195521","5500","58457","12","1955/8/27 13:30","1955/8/27 14:30"
"195525","5500","59117","12","1955/10/13 20:58","1955/10/13 21:58"
"195525","5500","59211","10","1955/9/16 3:50","1955/9/16 4:50"
"195525","5500","59293","18","1955/9/14 17:08","1955/9/14 17:50"
"195525","5500","59431","12","1955/9/14 13:21","1955/9/14 13:58"
"195525","5500","59501","13","1955/9/15 4:16","1955/9/15 5:16"
"195525","5500","59644","17","1955/9/16 4:28","1955/9/16 5:07"
"195526","5500","59431","10","1955/9/26 14:43","1955/9/26 15:43"
"195526","5500","59644","31","1955/9/26 11:27","1955/9/26 12:27"
"195526","5500","59663","27","1955/9/25 12:16","1955/9/25 13:16"
"195526","5500","59758","21","1955/9/25 14:00","1955/9/25 15:00"
"195526","5500","59838","17","1955/9/26 1:27","1955/9/26 2:27"
"195605","5600","59211","12","1956/6/6 15:15","1956/6/6 15:49"
"195605","5600","59431","17","1956/6/5 13:04","1956/6/5 13:37"
"195605","5600","59501","22","1956/6/5 21:25","1956/6/5 22:25"
"195607","5600","57993","14","1956/6/30 14:19","1956/6/30 15:19"
"195609","5600","59007","15","1956/7/8 18:42","1956/7/8 19:21"
"195609","5600","59644","25","1956/7/7 12:11","1956/7/7 13:11"
"195609","5600","59758","12","1956/7/8 4:35","1956/7/8 5:35"
"195609","5600","59838","51","1956/7/8 9:22","1956/7/8 10:22"
"195611","5600","57866","11","1956/7/27 15:20","1956/7/27 15:40"
"195611","5600","57957","13","1956/7/27 8:40","1956/7/27 9:40"
"195611","5600","57972","22","1956/7/28 14:00","1956/7/28 15:00"
"195611","5600","59117","12","1956/7/28 13:31","1956/7/28 14:31"
"195611","5600","59287","17","1956/7/29 0:21","1956/7/29 1:21"
"195611","5600","59293","19","1956/7/28 8:22","1956/7/28 9:15"
"195611","5600","59316","14","1956/7/27 15:12","1956/7/27 16:12"
"195611","5600","59501","13","1956/7/29 5:47","1956/7/29 6:47"
"195612","5600","53798","17","1956/8/3 7:26","1956/8/3 8:26"
"195612","5600","54423","15","1956/8/1 9:53","1956/8/1 10:50"
"195612","5600","54471","14","1956/8/4 3:31","1956/8/4 4:31"
"195612","5600","54662","22","1956/8/6 3:08","1956/8/6 4:08"
"195612","5600","54823","12","1956/8/2 16:33","1956/8/2 17:33"
"195612","5600","54843","11","1956/8/2 22:03","1956/8/2 23:03"
"195612","5600","57083","15","1956/8/3 7:08","1956/8/3 8:08"
"195612","5600","57265","19","1956/8/2 12:50","1956/8/2 13:50"
"195612","5600","57297","13","1956/8/1 20:00","1956/8/1 21:00"
"195612","5600","57816","12","1956/8/1 14:36","1956/8/1 15:36"
"195612","5600","58102","11","1956/8/2 21:05","1956/8/2 22:05"
"195612","5600","58141","16","1956/8/3 17:36","1956/8/3 18:36"
"195612","5600","58457","16","1956/8/1 22:57","1956/8/1 23:57"
"195612","5600","59023","12","1956/8/1 20:10","1956/8/1 21:10"
"195612","5600","59117","13","1956/8/3 14:06","1956/8/3 15:06"
"195612","5600","59134","34","1956/8/2 22:30","1956/8/2 23:30"
"195612","5600","59211","17","1956/8/2 13:04","1956/8/2 13:32"
"195615","5600","59211","11","1956/8/7 20:23","1956/8/7 21:00"
"195615","5600","59287","37","1956/8/7 11:36","1956/8/7 12:36"
"195615","5600","59501","31","1956/8/7 23:36","1956/8/8 0:36"
"195615","5600","59663","22","1956/8/8 1:39","1956/8/8 2:39"
"195615","5600","59758","31","1956/8/6 14:30","1956/8/6 15:30"
"195617","5600","57902","13","1956/8/13 10:57","1956/8/13 11:38"
"195617","5600","59082","14","1956/8/13 18:34","1956/8/13 19:34"
"195617","5600","59663","30","1956/8/14 3:55","1956/8/14 4:55"
"195617","5600","59758","21","1956/8/12 4:00","1956/8/12 5:00"
"195619","5600","57816","11","1956/8/19 19:39","1956/8/19 20:39"
"195619","5600","57957","10","1956/8/18 16:00","1956/8/18 16:50"
"195619","5600","59007","13","1956/8/19 13:43","1956/8/19 14:43"
"195619","5600","59023","10","1956/8/19 0:30","1956/8/20 0:48"
"195619","5600","59082","21","1956/8/17 16:07","1956/8/17 17:07"
"195619","5600","59211","20","1956/8/19 22:20","1956/8/19 23:20"
"195619","5600","59293","34","1956/8/17 18:45","1956/8/17 19:45"
"195619","5600","59431","16","1956/8/19 2:42","1956/8/19 3:42"
"195619","5600","59644","13","1956/8/18 21:02","1956/8/18 22:02"
"195619","5600","59663","22","1956/8/17 10:30","1956/8/17 11:30"
"195619","5600","59838","40","1956/8/15 10:40","1956/8/15 11:40"
"195621","5600","59211","24","1956/8/31 4:52","1956/8/31 5:45"
"195621","5600","59663","12","1956/8/31 15:41","1956/8/31 16:41"
"195621","5600","59838","28","1956/8/30 10:05","1956/8/30 11:05"
"195622","5600","54374","14","1956/9/5 22:00","1956/9/5 23:00"
"195622","5600","54823","65","1956/9/4 12:49","1956/9/4 13:49"
"195622","5600","54843","25","1956/9/4 19:03","1956/9/4 20:03"
"195622","5600","58102","15","1956/9/4 16:05","1956/9/4 17:05"
"195622","5600","58203","20","1956/9/4 16:54","1956/9/4 17:54"
"195622","5600","58457","16","1956/9/5 9:19","1956/9/5 10:19"
"195622","5600","58847","19","1956/9/3 20:52","1956/9/3 21:52"
"195623","5600","50774","10","1956/9/10 0:48","1956/9/10 1:48"
"195625","5600","59287","15","1956/9/14 15:09","1956/9/14 15:56"
"195626","5600","58238","11","1956/9/19 2:34","1956/9/19 3:34"
"195626","5600","58251","18","1956/9/20 12:13","1956/9/20 13:13"
"195626","5600","58457","14","1956/9/18 18:18","1956/9/18 19:18"
"195626","5600","58847","16","1956/9/19 12:43","1956/9/19 13:43"
"195626","5600","59117","11","1956/9/19 14:52","1956/9/19 15:52"
"195626","5600","59501","10","1956/9/20 17:10","1956/9/20 18:10"
"195627","5600","58238","20","1956/9/24 11:14","1956/9/24 12:14"
"195627","5600","58457","20","1956/9/24 15:40","1956/9/24 16:40"
"195627","5600","58847","15","1956/9/24 0:07","1956/9/24 1:07"
"195630","5600","59134","10","1956/9/25 19:07","1956/9/25 20:07"
"195630","5600","59758","43","1956/9/27 5:00","1956/9/27 6:00"
"195630","5600","59838","28","1956/9/27 11:15","1956/9/27 12:15"
"195631","5600","58847","14","1956/10/23 13:19","1956/10/23 14:19"
"195707","5700","57993","19","1957/7/4 17:39","1957/7/4 18:39"
"195707","5700","59082","11","1957/7/4 15:51","1957/7/4 16:21"
"195707","5700","59287","11","1957/7/6 5:00","1957/7/6 6:00"
"195707","5700","59293","14","1957/7/3 13:00","1957/7/3 13:33"
"195707","5700","59316","18","1957/7/5 17:17","1957/7/5 18:17"
"195707","5700","59431","11","1957/7/6 10:16","1957/7/6 11:07"
"195707","5700","59501","23","1957/7/5 9:05","1957/7/5 10:05"
"195707","5700","59644","17","1957/7/4 17:55","1957/7/4 18:33"
"195707","5700","59663","26","1957/7/6 23:59","1957/7/7 0:48"
"195707","5700","59758","10","1957/7/4 10:14","1957/7/4 10:54"
"195707","5700","59838","12","1957/7/4 5:30","1957/7/4 6:15"
"195708","5700","57957","14","1957/7/17 18:30","1957/7/17 19:30"
"195708","5700","59007","25","1957/7/18 3:40","1957/7/18 4:40"
"195708","5700","59265","21","1957/7/17 8:39","1957/7/17 9:39"
"195708","5700","59287","20","1957/7/16 13:27","1957/7/16 13:53"
"195708","5700","59293","16","1957/7/17 9:37","1957/7/17 10:37"
"195708","5700","59501","17","1957/7/17 3:00","1957/7/17 4:00"
"195708","5700","59663","25","1957/7/17 6:44","1957/7/17 7:44"
"195708","5700","59758","22","1957/7/17 18:00","1957/7/17 19:00"
"195710","5700","50788","17","1957/8/22 8:05","1957/8/22 9:05"
"195710","5700","54094","11","1957/8/21 20:25","1957/8/21 21:25"
"195710","5700","54273","13","1957/8/22 6:32","1957/8/22 7:32"
"195710","5700","54374","12","1957/8/21 18:00","1957/8/21 19:00"
"195710","5700","54377","12","1957/8/21 14:00","1957/8/21 15:00"
"195711","5700","57799","16","1957/8/23 0:19","1957/8/23 1:19"
"195711","5700","57866","12","1957/8/23 2:51","1957/8/23 3:51"
"195711","5700","57972","26","1957/8/20 15:30","1957/8/20 16:30"
"195711","5700","57993","31","1957/8/21 19:14","1957/8/21 20:14"
"195711","5700","59082","15","1957/8/21 15:13","1957/8/21 16:00"
"195711","5700","59265","37","1957/8/21 6:00","1957/8/21 7:00"
"195711","5700","59287","17","1957/8/16 15:23","1957/8/16 16:13"
"195711","5700","59501","19","1957/8/17 2:18","1957/8/17 3:18"
"195711","5700","59644","14","1957/8/20 5:34","1957/8/20 6:34"
"195711","5700","59663","18","1957/8/20 13:58","1957/8/20 14:58"
"195711","5700","59758","13","1957/8/17 14:22","1957/8/17 15:22"
"195711","5700","59838","59","1957/8/16 13:56","1957/8/16 14:56"
"195714","5700","59023","21","1957/8/27 14:13","1957/8/27 14:59"
"195714","5700","59082","14","1957/8/27 18:22","1957/8/27 19:22"
"195714","5700","59265","20","1957/8/27 2:13","1957/8/27 3:13"
"195714","5700","59287","10","1957/8/27 23:53","1957/8/28 0:53"
"195714","5700","59293","12","1957/8/26 16:27","1957/8/26 17:27"
"195714","5700","59316","22","1957/8/27 11:12","1957/8/27 12:12"
"195714","5700","59501","50","1957/8/26 16:20","1957/8/26 17:20"
"195714","5700","59644","41","1957/8/27 1:23","1957/8/27 2:10"
"195714","5700","59663","21","1957/8/27 2:45","1957/8/27 3:45"
"195717","5700","57799","14","1957/9/17 4:55","1957/9/17 5:55"
"195717","5700","59117","14","1957/9/15 15:48","1957/9/15 16:48"
"195717","5700","59316","54","1957/9/17 4:24","1957/9/17 5:24"
"195719","5700","59082","13","1957/9/24 14:00","1957/9/24 15:00"
"195719","5700","59287","18","1957/9/23 3:45","1957/9/23 4:45"
"195719","5700","59293","24","1957/9/23 13:06","1957/9/23 14:06"
"195719","5700","59316","35","1957/9/25 4:47","1957/9/25 5:47"
"195719","5700","59501","41","1957/9/22 9:28","1957/9/22 10:28"
"195723","5700","57799","14","1957/10/16 4:47","1957/10/16 5:47"
"195723","5700","57972","11","1957/10/15 15:35","1957/10/15 16:35"
"195723","5700","57993","12","1957/10/16 10:03","1957/10/16 11:03"
"195723","5700","58847","18","1957/10/16 21:53","1957/10/16 22:53"
"195723","5700","59117","33","1957/10/16 20:14","1957/10/16 21:14"
"195723","5700","59134","21","1957/10/16 1:47","1957/10/16 2:47"
"195723","5700","59265","18","1957/10/16 23:14","1957/10/17 0:14"
"195723","5700","59287","13","1957/10/15 12:18","1957/10/15 13:18"
"195723","5700","59293","11","1957/10/16 7:07","1957/10/16 8:07"
"195723","5700","59316","13","1957/10/15 21:31","1957/10/15 22:31"
"195723","5700","59501","16","1957/10/16 9:10","1957/10/16 10:10"
"195723","5700","59663","17","1957/10/15 16:50","1957/10/15 17:50"
"195804","5800","56651","18","1958/6/7 11:48","1958/6/7 12:21"
"195804","5800","56778","33","1958/6/6 0:59","1958/6/6 1:59"
"195804","5800","57957","18","1958/6/2 13:35","1958/6/2 14:27"
"195804","5800","57993","12","1958/5/31 18:29","1958/5/31 19:16"
"195804","5800","59082","19","1958/6/1 17:00","1958/6/1 18:00"
"195804","5800","59211","13","1958/6/7 15:37","1958/6/7 16:20"
"195804","5800","59287","14","1958/5/31 11:37","1958/5/31 12:37"
"195804","5800","59316","13","1958/5/31 0:47","1958/5/31 1:47"
"195804","5800","59501","12","1958/5/31 13:16","1958/5/31 14:16"
"195804","5800","59663","39","1958/6/7 14:50","1958/6/7 15:50"
"195804","5800","59758","57","1958/6/1 22:57","1958/6/1 23:57"
"195804","5800","59838","26","1958/6/3 3:23","1958/6/3 4:23"
"195810","5800","53798","11","1958/7/16 23:31","1958/7/17 0:08"
"195810","5800","57083","11","1958/7/18 22:46","1958/7/18 23:46"
"195810","5800","57178","31","1958/7/18 14:45","1958/7/18 15:45"
"195810","5800","57245","15","1958/7/17 22:41","1958/7/17 23:41"
"195810","5800","57265","17","1958/7/18 15:47","1958/7/18 16:47"
"195810","5800","57328","16","1958/7/17 14:21","1958/7/17 15:21"
"195810","5800","57461","13","1958/7/18 9:16","1958/7/18 10:16"
"195810","5800","57816","10","1958/7/18 22:48","1958/7/18 23:48"
"195810","5800","57866","17","1958/7/17 11:41","1958/7/17 12:41"
"195810","5800","57957","43","1958/7/18 8:27","1958/7/18 9:27"
"195810","5800","57972","12","1958/7/17 12:24","1958/7/17 13:24"
"195810","5800","59023","19","1958/7/17 4:04","1958/7/17 5:04"
"195810","5800","59134","69","1958/7/17 15:09","1958/7/17 16:09"
"195810","5800","59211","75","1958/7/19 4:02","1958/7/19 5:02"
"195810","5800","59265","13","1958/7/19 6:10","1958/7/19 7:10"
"195810","5800","59287","18","1958/7/16 21:44","1958/7/16 22:44"
"195810","5800","59316","33","1958/7/18 8:03","1958/7/18 9:03"
"195810","5800","59501","72","1958/7/16 16:47","1958/7/16 17:47"
"195810","5800","59644","14","1958/7/18 22:40","1958/7/18 23:40"
"195810","5800","59663","46","1958/7/19 23:06","1958/7/20 0:06"
"195810","5800","59758","25","1958/7/18 14:15","1958/7/18 15:15"
"195813","5800","59134","15","1958/7/23 18:11","1958/7/23 18:50"
"195813","5800","59316","70","1958/7/23 2:16","1958/7/23 3:16"
"195813","5800","59501","12","1958/7/21 13:46","1958/7/21 14:46"
"195815","5800","59082","41","1958/8/8 14:33","1958/8/8 15:33"
"195815","5800","59501","27","1958/8/8 9:31","1958/8/8 10:31"
"195815","5800","59644","36","1958/8/7 15:37","1958/8/7 16:24"
"195815","5800","59663","22","1958/8/8 22:22","1958/8/8 23:22"
"195815","5800","59758","31","1958/8/7 14:11","1958/8/7 15:11"
"195815","5800","59838","24","1958/8/10 1:39","1958/8/10 2:39"
"195819","5800","56739","16","1958/8/29 2:08","1958/8/29 3:08"
"195819","5800","56964","16","1958/8/28 14:25","1958/8/28 15:25"
"195819","5800","59082","14","1958/8/27 15:24","1958/8/27 16:24"
"195819","5800","59287","13","1958/8/27 10:51","1958/8/27 11:29"
"195819","5800","59293","22","1958/8/27 13:47","1958/8/27 14:47"
"195819","5800","59501","24","1958/8/27 10:24","1958/8/27 11:24"
"195819","5800","59758","13","1958/8/28 2:05","1958/8/28 3:05"
"195819","5800","59838","24","1958/8/29 12:06","1958/8/29 13:06"
"195820","5800","57799","35","1958/9/1 20:07","1958/9/1 21:07"
"195820","5800","58457","63","1958/9/1 15:34","1958/9/1 16:34"
"195820","5800","59117","37","1958/8/29 14:32","1958/8/29 15:32"
"195820","5800","59316","37","1958/8/30 16:00","1958/8/30 16:34"
"195821","5800","56571","11","1958/9/4 18:45","1958/9/4 19:17"
"195821","5800","56964","28","1958/9/4 18:26","1958/9/4 19:26"
"195821","5800","57866","15","1958/9/2 21:17","1958/9/2 22:17"
"195821","5800","57957","12","1958/9/3 11:55","1958/9/3 12:20"
"195821","5800","59007","11","1958/9/5 5:29","1958/9/5 6:29"
"195821","5800","59134","19","1958/8/31 20:06","1958/8/31 21:06"
"195821","5800","59265","19","1958/9/2 17:24","1958/9/2 18:24"
"195821","5800","59293","15","1958/9/2 12:11","1958/9/2 13:11"
"195821","5800","59316","17","1958/9/1 16:20","1958/9/1 17:20"
"195821","5800","59431","18","1958/9/3 4:50","1958/9/3 5:50"
"195821","5800","59501","73","1958/8/31 15:31","1958/8/31 16:16"
"195821","5800","59663","22","1958/9/3 0:02","1958/9/3 1:02"
"195821","5800","59758","35","1958/9/2 20:40","1958/9/2 21:40"
"195821","5800","59838","42","1958/9/2 6:37","1958/9/2 7:37"
"195822","5800","58150","34","1958/9/4 13:11","1958/9/4 14:11"
"195822","5800","58203","19","1958/9/4 11:49","1958/9/4 12:49"
"195822","5800","58251","34","1958/9/4 16:49","1958/9/4 17:49"
"195822","5800","58265","42","1958/9/5 17:26","1958/9/5 18:26"
"195822","5800","58457","34","1958/9/4 14:20","1958/9/4 15:20"
"195822","5800","58847","10","1958/9/4 18:37","1958/9/4 19:37"
"195822","5800","59134","19","1958/9/6 4:06","1958/9/6 4:32"
"195823","5800","57799","13","1958/9/11 15:40","1958/9/11 16:13"
"195823","5800","57902","13","1958/9/13 19:58","1958/9/13 20:58"
"195823","5800","57993","15","1958/9/11 19:34","1958/9/11 20:34"
"195823","5800","59007","12","1958/9/13 9:57","1958/9/13 10:57"
"195823","5800","59023","14","1958/9/13 4:38","1958/9/13 5:38"
"195823","5800","59082","11","1958/9/13 13:00","1958/9/13 13:34"
"195823","5800","59293","22","1958/9/13 10:45","1958/9/13 11:45"
"195823","5800","59316","25","1958/9/11 10:38","1958/9/11 11:38"
"195823","5800","59431","18","1958/9/11 19:57","1958/9/11 20:57"
"195823","5800","59501","30","1958/9/11 18:26","1958/9/11 19:26"
"195823","5800","59644","14","1958/9/12 1:27","1958/9/12 2:27"
"195823","5800","59663","22","1958/9/11 14:55","1958/9/11 15:55"
"195824","5800","59117","10","1958/9/6 20:07","1958/9/6 21:07"
"195824","5800","59293","64","1958/9/5 16:24","1958/9/5 17:24"
"195824","5800","59644","19","1958/9/8 23:03","1958/9/9 0:03"
"195824","5800","59758","49","1958/9/7 0:27","1958/9/7 1:27"
"195824","5800","59838","16","1958/9/6 22:00","1958/9/6 23:00"
"195905","5900","58847","19","1959/7/6 19:32","1959/7/6 20:32"
"195905","5900","59117","30","1959/7/6 9:50","1959/7/6 10:50"
"195905","5900","59134","29","1959/7/6 19:40","1959/7/6 20:40"
"195905","5900","59287","23","1959/7/7 6:40","1959/7/7 7:40"
"195905","5900","59293","16","1959/7/6 15:46","1959/7/6 16:46"
"195905","5900","59316","42","1959/7/7 3:55","1959/7/7 4:55"
"195905","5900","59501","23","1959/7/7 7:05","1959/7/7 8:05"
"195907","5900","59431","51","1959/7/31 0:38","1959/7/31 1:38"
"195907","5900","59758","10","1959/7/29 18:06","1959/7/29 19:06"
"195907","5900","59838","10","1959/7/29 14:39","1959/7/29 15:39"
"195909","5900","50788","11","1959/8/16 0:00","1959/8/16 1:00"
"195910","5900","59293","13","1959/8/19 12:43","1959/8/19 13:43"
"195910","5900","59431","13","1959/8/19 16:38","1959/8/19 17:25"
"195910","5900","59758","28","1959/8/20 11:27","1959/8/20 12:23"
"195916","5900","59023","10","1959/9/4 5:42","1959/9/4 6:42"
"195916","5900","59211","10","1959/9/3 17:41","1959/9/3 18:41"
"195916","5900","59838","11","1959/9/4 4:12","1959/9/4 5:12"
"195906","5901","50978","14","1959/7/18 8:17","1959/7/18 9:17"
"195906","5901","54273","14","1959/7/17 20:35","1959/7/17 21:35"
"195906","5901","54292","10","1959/7/18 5:00","1959/7/18 6:00"
"195906","5901","54374","13","1959/7/18 23:50","1959/7/19 0:50"
"195906","5901","54377","13","1959/7/17 20:00","1959/7/17 21:00"
"195906","5901","54497","23","1959/7/16 20:00","1959/7/16 21:00"
"195906","5901","58238","19","1959/7/17 0:00","1959/7/17 1:00"
"195906","5901","58847","22","1959/7/16 18:05","1959/7/16 19:05"
"195906","5901","59293","10","1959/7/17 5:40","1959/7/17 6:40"
"195908","5902","58457","16","1959/8/5 9:22","1959/8/5 10:22"
"195912","5903","57972","10","1959/8/23 16:24","1959/8/23 17:24"
"195912","5903","57993","16","1959/8/23 16:04","1959/8/23 17:04"
"195912","5903","59082","27","1959/8/23 14:36","1959/8/23 15:36"
"195912","5903","59117","14","1959/8/23 9:06","1959/8/23 10:06"
"195912","5903","59293","13","1959/8/22 21:45","1959/8/22 22:45"
"195912","5903","59316","29","1959/8/23 0:31","1959/8/23 1:31"
"195912","5903","59501","30","1959/8/24 7:09","1959/8/24 8:09"
"195914","5904","54497","28","1959/8/30 9:20","1959/8/30 10:20"
"195914","5904","54662","24","1959/8/30 23:00","1959/8/30 0:00"
"195914","5904","57799","10","1959/8/31 3:00","1959/8/31 4:00"
"195914","5904","57972","10","1959/8/30 18:58","1959/8/30 19:58"
"195914","5904","57993","28","1959/8/30 21:50","1959/8/30 22:50"
"195914","5904","58027","11","1959/8/30 13:10","1959/8/30 13:40"
"195914","5904","58040","77","1959/8/30 13:16","1959/8/30 14:16"
"195914","5904","58251","32","1959/8/31 18:30","1959/8/31 19:30"
"195914","5904","58527","28","1959/8/31 16:38","1959/8/31 17:38"
"195914","5904","58847","16","1959/8/29 18:18","1959/8/29 19:18"
"195914","5904","59134","18","1959/8/31 3:41","1959/8/31 4:41"
"195914","5904","59287","27","1959/8/31 16:10","1959/8/31 17:10"
"195914","5904","59316","36","1959/8/31 23:38","1959/9/1 0:38"
"195914","5904","59501","29","1959/8/30 23:00","1959/8/30 0:00"
"195915","5905","54497","16","1959/9/7 15:25","1959/9/7 16:25"
"195915","5905","58040","17","1959/9/6 9:33","1959/9/6 10:33"
"195915","5905","58251","21","1959/9/4 8:45","1959/9/4 9:45"
